psc,naics,description,0
DC01,541519.0,"NEO4J AND RSTUDIO APPLICATIONS (COTS PRODUCTS) IN ORDER TO LEVERAGE DATA RELATIONSHIPS, THE CSDW (CYBER-SECURITY DATA WAREHOUSE) DEPARTMENT NEEDS A DATABASE TECHNOLOGY THAT STORES RELATIONSHIP INFORMATION AS A FIRST-CLASS ENTITY.",1
R499,541990.0,"THE AVIATION SAFETY REPORTING SYSTEM (ASRS) AND RELATED SYSTEMS PROVIDES THE MAINTENANCE AND OPERATION OF A VOLUNTARY, INDEPENDENT, CONFIDENTIAL INCIDENT REPORTING PROGRAM, AND CONDUCTS RESEARCH AND DEVELOPMENT USING INCIDENT REPORTS TO SUPPORT IMPROVEMENTS IN THE PERFORMANCE AND SAFETY OF THE CURRENT AND FUTURE DOMAIN SYSTEMS.  THESE SAFETY REPORTING SYSTEMS ENCOMPASS AVIATION, RAILROAD, AND POTENTIALLY OTHER DOMAINS, SUCH AS MEDICINE.  IN AVIATION, THE MISSION OF THE ASRS SINCE 1976 HAS BEEN TO ACQUIRE IN",1
AD61,236220.0,HEE00283 - CONSTRUCT LAN CLOSET - BLDG 38A - LOG # 0002 - CT# 292200900003I - CONTRACTOR WILL PERFORM THE FOLLOWING SCOPE OF WORK - FURNISH&INSTALL A TOTAL OF 2 SPRINKLER HEADS - DEMO 1 2X4 LIGHT FIXTURE - DAVID KUELKER,1
7025,541519.0,"VA, OI&T, INFORMATION TECHNOLOGY OPERATIONS AND SERVICES, IO, NETWORK OPERATIONS HAS A REQUIREMENT FOR 124 BRAND NAME CISCO NEXUS 9000 SERIES SPINE&LEAF SWITCHES, AS WELL AS CONTROLLERS, RELATED NETWORK&SUBCOMPONENT SWITCH EQUIPMENT AND LICENSES.",1
L038,811310.0,REPAIRS/REFURBISH/REPLACE CRANE DIESEL E,1
7035,541519.0,CISCO NETWORK GEAR FOR MILCON PN 79437,1
7510,921190.0,CONSOLIDATED GPC ACTIONS EXCEEDING MICRO-PURCHASE THRESHOLD TO OCONUS VENDOR(MAY2020),1
7030,541519.0,"LICENSES, ANNUAL MAINTENANCE, PREMIUM SUPPORT AND SOFTWARE UPDATES OF AN INTEGRATED PUBLIC KEY INFRASTRUCTURE VALIDATION SYSTEM BASED ON ONLINE CERTIFICATE STATUS PROTOCOL.",1
Y1JZ,236210.0,"HURRICANE MATTHEW REPAIRS, HANGAR AF - THIS SUPPLEMENTAL AGREEMENT INCORPORATES TRACKING NUMBERS (TN) 13, TN 16, AND TN 19. CONTRACT PRICE IS INCREASED $77,399 TO $3,044,615. CONTRACT VALUE INCREASED $68,936 DUE TO THE GOVERNMENT SHUTDOWN DECEMBER 21, 2018 THROUGH JANUARY 25, 2019. CONTRACT COMPLETION DATE REMAINS JANUARY 4, 2020.",1
7530,339940.0,"CALENDAR, DESK: ITEM NAME CALENDAR, DESK OVERALL WIDTH 5.625 INCHES OVERALL LENGTH 7.000 INCHES CALENDAR STYLE FLIP-A-WEEK DATE 12 MO (JANUARY THROUGH DECEMBER) CALENDAR REFERENCED TWO PAST, CURRENT AND FUTURE MO ON EACH PAGE FORMAT WEEKLY, INCLUDING",1
7A21,541511.0,MILESTONE 8 LABOR,1
Z2AA,236220.0,"INCORPORATE ADDITIONAL POWER DISTRIBUTION UNITS REPLACEMENT WORK REQUIREMENTS IDENTIFIED IN REVISED SCOPE OF WORK DATED 3/7/2021 AT THE VETERAN AFFAIRS INFORMATION CENTER AUSTIN, TX 78741",1
U005,541519.0,"THE FACILITIES MANAGEMENT UNIT (FMU) IS REQUESTING $22,972.00 TO PAY FOR THREE AUTOCAD CLASSES.  AN AUTOCAD ESSENTIALS CLASS FOR FIFTEEN (15) FMU EMPLOYEES, AUTOCAD ADVANCED CLASS FOR FIVE (5) FMU EMPLOYEES, AND AN AUTOCAD PROJECT MANAGER CLASS FOR S",1
DH10,519290.0,TASK ORDER #15 - SERIAL MANAGEMENT SERVICES FOR ECONOMIST TITLES FOR TREASURY SSP OFFICES  POP: 8/1/24 TO 7/31/25,1
Z1AA,236220.0,"PDN NO. EN-47PD0119F0015: GS-03-P-15-AZ-D-0133: TASK ORDER NO.: 47PD0119F0015 MODIFICATION: PS0006 U.S. MARSHALS 5TH FLOOR SPACE RENOVATIONS, CALEB BOGGS FEDERAL BUILDING, 844 NORTH KING STREET, WILMINGTON, DE 19801 - ADD RFP 05 FOR FA SPEAKERS",1
5999,334413.0,"8507538175!CONTACT,ELECTRICAL",1
Y1JZ,236220.0,IGF::OT::IGF  BASE PRICE  PC #00031 NEW CONDUIT AND NEW NETWORK RACKS,1
7G21,541519.0,THIS IS A DELIVERY ORDER FOR CISCO DATA NETWORK HARDWARE.,1
M181,541990.0,"THE PURPOSE OF THIS MODIFICATION IS TO INCORPORATE CHANGES TO SECTION H, SPECIAL CONTRACT REQUIREMENTS, SECTION J, ATTACHMENT G, LIST OF APPLICABLE DIRECTIVES, AND SECTION J, ATTACHMENT I, CONTRACT DATA REQUIREMENTS LIST.",1
5910,334416.0,"8505675237!CAPACITOR,FIXED,ELE",1
F003,115310.0,"ENGINE, TYPE 3 616541 1936676019 IB210030653",1
5680,423610.0,"4541298458!LOR TEMP., 100,000 HR. FIXTURE RATED LIF",1
D306,541512.0,"AUTOMATED INFORMATION SYSTEM ARCHITECTURE, DESIGN&DEVELOPMENT SERVICES FOR SOFTWARE ENGINEERING AND EVALUATION BRANCH U434000",1
D399,541511.0,JOCAS II LOA ADJUSTMENT,1
7H20,334111.0,"THE NICC TECH REFRESH MODIFICATION IS TO EXTEND THE PERIOD OF PERFORMANCE (POP) TO MAY 16, 2023.",1
DG11,541512.0,C3PMO PROGRAM OPRATIONS SUPPORT FUNDING MODIFICATION,1
Z2AA,236220.0,"THE TASK ORDER VALUE AND AWARDED TASK ORDER AMOUNT OF $139,732.90 IS INCREASED BY $9,926.74 TO TOTAL $149,659.64 FOR ADDITIONAL LIGHTING AND ELECTRICAL TO COMPLETE SPACE RENOVATION. THE PROJECT IS FOR THE EOIR SPACE AT THE JFK BUILDING IN BOSTON, MA.",1
Y1JZ,236220.0,"IRAQ NAVAL HQ OPERATIONS COMPLEX, FOREIGN MILITARY FUNDED CASE IQ-B-HAU THIS MODIFICATION IS FOR RE-ROUTING THE OVERHEAD POWER LINES AND COMPLETION OF WORK UNDER MODIFICATION P00009 TO PROVIDE PERMANENT POWER TO THE HQ COMPLEX",1
7050,541519.0,"THE PURPOSE OF THIS MODIFICATION IS TO COMPLETELY TERMINATE THIS DELIVERY ORDER FOR CONVENIENCE AT NO COST TO THE GOVERNMENT. THERE WAS LATE DELIVERY AT NO FAULT OF THE CONTRACTOR; HOWEVER, THE ITEMS WERE NO LONGER REQUIRED.",1
5895,334220.0,LAND MOBILE RADIOS AND ACCESSORIES AS LISTED ON THE ATTACHED EQUIPMENT LIST.,1
DA01,541512.0,UPDATE SITE INFORMATION,1
5940,335931.0,"8506548997!SPLICE,CONDUCTOR",1
Z2AA,236220.0,EXTENSION TO COMPLETE THE PROJECT DUE O LONGER LEAD TIMES.,1
Z1JZ,236220.0,"(OMC) INSTALL IHUS & FORTS, TRAILERS: WASHINGTON GATE MODIFICATIONS",1
5680,423610.0,"4545223772!BATTERY, ALKALINE, AA, 4-PACK; MAX ENERG",1
5680,423610.0,"4545620614!STRAND VISE-3/8"" 50 COUNT PACK AERIAL ST",1
J015,488190.0,"THE PURPOSE OF THIS MODIFICATION IS TO INCREASE THE CEILING ON CLIN 0001, 0004-0007, 0009, AND 0012 BY A TOTAL AMOUNT OF $7,867,335.54 AND ADD FUNDING TO CLIN 0001, 0004-0007, 0009, AND 0012 IN THE TOTAL AMOUNT OF $7,867,335.94.",1
X1PZ,488390.0,"(A)THE PURPOSE OF THIS MODIFICATION IS TO EXERCISE OPTION YEAR 3 OF THIS CONTRACT IN ACCORDANCE WITH FAR 52.217-9, OPTION TO EXTEND THE TERM OF THE CONTRACT. (B)FUNDS WILL NOT BE OBLIGATED THROUGH THIS MODIFICATION INSTEAD, FUNDS WILL BE OBLIGATED",1
6515,334511.0,"8510001200!CUFF KIT,SPHYGMOMAN",1
D304,517410.0,IGF::OT::IGF COMA001266EBM  INMARSAT BROADBAND GLOBAL AREA NETWORK SERVICE (COMMERCIAL SATELLITE SUBSCRIPTION SERVICES) FOR BGAN/GX CONSOLIDATION SERVICES.,1
Z2JZ,236220.0,ALPINE RD BEAVER DAM (3RD OPTION),1
Y1EZ,236220.0,SOFA CONTRACT FOR SITE 13705 DFAC AT ISRAEL. REFERENCE NO. R00006 CR011 WEATHER TIME EXTENSION JAN 19 - FEB 19,1
N059,541519.0,"THE BLANKET PURCHASE AGREEMENT (BPA) CONTRACTOR SHALL PROVIDE CUSTOMERS WITH COMMUNICATIONS INFRASTRUCTURE SUPPORT INCLUDING LABOR, MATERIAL, EXPERTISE, MANAGEMENT, AND TRANSPORTATION AS REQUIRED TO PERFORM TASKS IN ACCORDANCE WITH BPA CALL ORDERS.",1
5680,423610.0,4540525725!LF 1HDL LEV LAV FCT CHATEAU 1.5 GPM (462,1
R499,541990.0,FUND NEW HUMAN HEALTH RISK ASSESSMENT CONTRACT #TBD 68HE0C18R001 - TO-0008 OPP AD/HED TECH SUPPORT: THE FUNDING WITH PROVIDE HED WITH 438 LABOR HOURS THAT WILL SUPPORT STATISTICAL ANALYSIS; QUICK RESPONSE; HSRB SUPPORT AHETF CLOSED SYSTEM; SAS SUPPOR,1
5680,423610.0,"4550646945!SCREW, 5/8"" SELF TAPPER; MSC PART #79319",1
Z1BE,236210.0,"VC022 AGE ACCESS DOORS THE CONTRACTOR SHALL PROVIDE AND INSTALL A TOTAL OF SIX (6), 14IN X 14IN, AEROSPACE GROUND EQUIPMENT (AGE) ACCESS DOORS. THREE (3) AGE DOORS SHALL BE INSTALLED IN EACH CENTER HANGAR DOOR AT HANGAR 40 AND HANGAR 42.",1
5865,334419.0,THREAT ANALYSIS DATABASE AND ADVANCED TACTICAL INFRARED COUNTERMEASURE (ATIRCM)/CMWS TEST EQUIPMENT TASKS REQUIRED TO PROVIDE SUSTAINMENT SUPPORT FOR THE CMWS SYSTEM. THE PURPOSE OF THE TASK IS TO DEVELOP A TAD AND DISCRIMINATION ALGORITHM FOR THE THREAT AND TO PROVIDE SYSTEMS ENGINEERING SUPPORT TO CMWS.,1
5962,334413.0,"8505913848!MICROCIRCUIT,MEMORY",1
Z2AA,236220.0,"REPLACE AIR HANDLING UNIT (AHU)-1, MAKEUP AIR UNIT (MAU)-1 AT THE MULTI-OPERATIONS SUPPORT BUILDING (MOSB) MOD 6: EXTENDS THE CONTRACT COMPLETION DATE BY 7 CALENDAR DAYS.  THE CONTRACT COMPLETION DATE IS HEREBY EXTENDED TO MAY 6, 2022.",1
5965,334310.0,"8509145029!ADAPTER,HANDSET",1
F099,115310.0,"ROAD MAINTENANCE SERVICES - IDIQ AG-04N7-C-17-0015 - ITEM 2 - SISKIYOU MOUNTAINS AND WILD RIVERS RANGER DISTRICT, ROGUE RIVER-SISKIYOU NF IN ACCORDANCE WITH IDIQ CONTRACT AG-04N7-C-17-0015. COR CLYDE DAVIDSON - 541-471-6771 THIS MODIFICATION CHANGES LINE ITEM 001 FUNDING CODE FROM 0610CMLG1018 TO 0610CMRD1018 PER W.O. LETTER DATED MAY 30, 2018, SUBJECT:  BUDGET LINE ITEM CHANGES DUE TO THE FY2018 CONSOLIDATED APPROPRIATIONS ACT.  IGF::OT::IGF",1
7510,334515.0,"BAG, PLASTIC: ITEM NAME BAG, PLASTIC TYPE: III - TRANSPARENT, WATERPROOF, ELECTROSTATIC PROTECTIVE, ELECTROSTATIC SHIELDING CLASS: 2 - SUITABLE FOR AUTOMATED SEALING EQUIPMENT OVERALL WIDTH 8.000 INCHES OVERALL HEIGHT 10.00 INCHES OVERALL COLOR METAL",1
V227,334511.0,"ADMINISTRATIVE MODIFICATOIN/FPDS RECORD. MOD 0012 WAS ORIGINALLY ISSUED AS A CLOSOUT MODIFICATION. HOWEVER, ADDITIONAL CLOSEOUT ACTION REQUIRED THE TO TO BE REOPENED SO THAT A SUBSEQUENT CLOSEOUT MODIFICATION CAN BE ISSUED.",1
Y1KZ,237990.0,"PO-75 MARSH CREATION PROJECT LABRANCHE EAST CONSTRUCTION  THIS IS A UNILATERAL ADMINISTRATIVE MODIFICATION TO ESTABLISH THE PERFORMANCE PERIOD BASED ON THE ISSUANCE OF THE NOTICE TO PROCEED (NTP) ON JULY 18, 2023. WORK WAS TO BEGIN 3 CALENDAR DAYS",1
Y1JZ,236220.0,"CONTRACT GS-11P-15-ZG-C-0308 IS HEREBY MODIFIED TO ADMINISTRATIVELY ADD THE FUNDING TO THE EASI SYSTEM ONLY.  THE ORIGINAL MOD PCO1 SIGNED BY CYNTHIA BECKETT (SEE ATTACHED) WAS ORIGINALLY SIGNED ON 1/15/16 WHICH ADDED THE $36,480.00 TO BRING THE NEW CONTRACT TOTAL TO $405,953.00  THE FUNDS EXISTS IN PEGASYS ALREADY.  ALL OTHER TERMS AND CONDITIONS REMAIN THE SAME.    CONTACT JEANETTA DAWKINS AT JEANETTA.DAWKINS@GSA.GOV WITH ANY QUESTIONS CONCERNING THIS MODIFICATION.",1
D318,541512.0,EXTEND POP THROUGH 5/31/2021.,1
5680,423610.0,4562126856!U-SHAPED GRATING COVER MFG NAME MFG PART,1
R425,541990.0,"1.EXERCISE CONTRACT OPTION YEAR 1 FOR THE PERIOD AUGUST 28, 2024 TO AUGUST 27, 2025 2.EFFECT A STEP INCREASE WITHIN THE SALARY GRADE FROM GS-13/5 TO GS-13/6 3.INCREMENTALLY FUND THE AWARD BY $156,113.24 4.UPDATE THE AWARD BUDGET TO EFFECTIVE THE S",1
5680,423610.0,"4545850415!BRUSH, PAINT, ALL PAINTS, ANG SASH, 2 IN",1
3020,333612.0,"8509817196!PULLEY,GROOVE",1
7025,423430.0,"ACT-17-XXXXX, TO PROVIDE FUNDING TO CDWG (DTFAWA-11-D-00057) TO PROCURE 2 DELL PRECISION TOWER 7810 XCTO BASE (210-ACQN) @ $12,303.01, O-TAG ASSET TAG, DATA CAPTURE, ASSET REPORT @ $46.00, AND 2 DELL ULTRA SHARP 30 MONITOR WITH PREMIER COLOR - UP3017 (210-AJGT) NON-TAA #1976.78 PLUS QTY 4 FED 1GBE NIC, MFG PART # 740347581 $240.44  POP:  AWARD THRU 11/30/2017.",1
Z2AA,236220.0,THE PURPOSE OF THIS MODIFICATION IS TO DE-OBLIGATE THE FUNDS. THE TASK ORDER WAS BUILT UNDER SABER IDIQ FY16. THE TASK ORDER NEEDS TO BE ATTACHED TO SABER IDIQ FY21. THE PR WILL BE MODIFIED USING THE ORIGINAL LOA.,1
5985,334220.0,"UNITED STATES CENTRAL COMMAND (USCENTCOM) HAS A REQUIREMENT TO PROCURE SPARE HARDWARE FOR THEIR 1.2 AND 2.4 METER INFLATABLE SATELLITE ANTENNAS. THIS EFFORT IS IN SUPPORT OF PROGRAM MANAGER TACTICAL NETWORK, COMMERCIAL SATELLITE TERMINAL PROGRAM",1
6910,611420.0,48 IS VMWARE,1
Y142,236220.0,"NATIONAL BIO AND AGRO-DEFENSE FACILITY (NBAF), MANHATTAN, KANSAS: P00120 A SUPPLEMENTAL CHANGE ORDER TO GMP 3 INITIATED BY THE CHANGE ORDER PROCESS.  THIRTY-NINE (39) CHANGES RESULTED IN FUNDS BEING REALLOCATED FROM THE ALLOWANCE AND CONTINGENCY. O",1
7030,334118.0,QUEST CHANGE AUDITOR FOR NETAPP SOFTWARE  POP/FPOP:  DOA - 12 MONTHS THIS IS A NEW LICENSE SUBSCRIPTION PURCHASE TO ALLOW THE TEAM TO SET UP AUDITING FILES CURRENTLY HOST ON NETAPP STORAGE; IEO REQ 2324; ACQ-19-0595,1
D318,541512.0,DEOBLIGATION OF EXCESS FUNDS,1
S112,221122.0,IGF::OT::IGF - INCREASE FUNDING TO LINE ITEMS 0001 AND 0002 TO COVER ACTUAL CONSUMPTION FOR ELECTRIC UTILITY.,1
F003,115310.0,"EERA 0998A BLACK BUTTE 8/14-30/2021 S253, LAND/FACILITY USE, 8P6N7RT21",1
Z2ED,236220.0,"N62478-20-D-4011 TO N6247820F4241 P00002 NO COST, TIME ONLY MOD FOR DRY DOCK NO. 4 REPAVING OF TOPSIDE AREAS DUE TO DELAYS IN PROCESSING GREEN BADGES AND CLARIFICATION ON SUBMITTALS REGARDING TESTING REQUIREMENTS FOR DISPOSAL.",1
7B20,334111.0,ELITEBOOK 650 G9 NOTEBOOK PC,1
J043,811310.0,"IGF::OT::IGF X:NOGRN,SERVICE, REPAIR OF VACUUM PUMP ON DEATH VALLY NATIONAL PARK'S SANITATION/PUMP TRUCK. MODIFICATION 01 TO EXTEND THE ENDING PERIOD OF PERFORMANCE TO ALLOW VENDOR TIME TO COMPLETE SERVICE.",1
5980,334511.0,DISPLAY CONTROL MOD; NSN: 5980-01-564-4347; P/N: 13019948; QTY 128,1
Y1AA,236220.0,MOD TO PROVIDE CONTRACT MINIMUM FOR BASE YEAR AND UPDATE THE INVOICE INSTRUCTIONS AND INVOICE ADDRESS CODE TO REQUIRE THE USE OF THE DEPARTMENT OF THE TREASURY'S ONLINE INVOICE PROCESSING PLATFORM (IPP).,1
R710,541512.0,"THE PURPOSE OF THIS MODIFICATION IS TO DEOBLIGATE THE REMAINING FUNDING FROM LINE ITEM 2002 IN THE AMOUNT OF $168,674.40 AND LINE ITEM 0004 IN THE AMOUNT OF $9,473.52.  THE TOTAL AMOUNT OF FUNDING TO BE DEOBLIGATED IS $178,147.92.",1
J018,488190.0,CLOSE OUT AND DE-OBLIGATION,1
5680,423610.0,4554956966!REPLACE AIR HANDLING UNIT AND HEAT PUMP,1
S112,221122.0,"NOVATION AGREEMENT FOR CITY LIGHT&POWER, INC. TO NOVATE SP060018C8327 TO CITY LIGHT&POWER JBLM, LLC.",1
N063,561621.0,PURPOSE OF THIS MODIFICATION IS TO CORRECT RECEIVING OFFICIAL FROM GAYLE MOSCHNER TO ELIZABETH MANZA.,1
9540,488190.0,8510131648!ALUM EXTRUS 1MA10308D01-7075-,1
B529,334516.0,"TO FURTHER INVESTIGATE THE EXPRESSION PROFILES, FUNCTIONS, AND RESISTANCE MECHANISMS OF THE TWO GENES, WE HAVE PREPARED 120 SAMPLES FOR RNA-SEQ ANALYSIS FROM SIX WHEAT TRANSGENIC AND NEAR-ISOGENIC LINES WITH AND WITHOUT TWO GENES AT DIFFERENT TISSUES",1
J063,561621.0,MOD 07 - THE PURPOSE OF THIS ACTION IS TO EXERCISE OPTION YEAR III TO EXTEND THE TERM OF THE CONTRACT FOR THE BOLLARD AND BARRIER MAINTENANCE.,1
F006,115310.0,OTTAWA NF - LITTLE JIMMY STEWARDSHIP MARKING CONTRACT MOD 2 - REDUCE ESTIMATED QUANTITY TO ACTUAL QUANTITY MARKED.,1
Z2BC,236220.0,"SAQ LOC ROTTED DECKING REPLACEMENT FY20 UIS OPS; JCN 18067780; WIT 236555; UCR 415192817 HAND OFF GEORGE BEASLEY - $150,000 (FUNDED AND APPROVED) REGIS",1
1510,334290.0,"ACAT IC, MEDIUM ALTITUDE UAS DIVISION, TRANSFER MOD",1
S112,221122.0,"UTILITY SERVICES - ELECTRIC, GAS, AND WATER   LOCATION OF SERVICES:  MEMPHIS INTERNAL  REVENUE SERVICE CENTER (MIRSC)  5333 GETWELL ROAD MEMPHIS, TN 38118  ACCOUNT 0004820941455390   COR: DEBRA GLOVER 901-517-0670   CONTRACT TYPE: FIXED PRICE",1
6910,334419.0,"BLANKET PURCHASE AGREEMENT NUMBER W31P4Q-18-A-0084 WITH TXAL. FOR JSIL INFORMATION TECHNOLOGY, ELECTRONICS, COMMUNICATIONS, SUPPORT EQUIPMENT(ITECS) AND THE PURCHASE OF GLOBAL HAWK DEV LAPTOP X10.",1
J020,334290.0,"IGF::OT::IGF  DECREASE FUNDS AND SHIP ITEM. NSN 5998-01-497-1630 NEITHER A CRITICAL FUNCTION NOR CLOSELY ASSOCIATED WITH AN INHERENTLY GOVERNMENTAL FUNCTION (I.E., OTHER FUNCTION) OR IS UNDER THE SIMPLIFIED ACQUISITION THRESHOLD",1
B537,541990.0,THE CONTRACTOR SHALL PROVIDE PROJECT AND DATA MANAGEMENT SERVICES AND MAINTENANCE OF THE CDCC TO INCREASE THE VALUE OF THE PLCO RESOURCES AND TO STRENGTHEN THE TRIALS' ABILITIES TO EVALUATE THE LONG-TERM EFFECTS OF SCREENING ON CANCER MORTALITY,1
5930,334418.0,"8505906934!SWITCH,PULL",1
7690,323111.0,"8509541497!MARKER,IDENTIFICATI",1
Y1BZ,236220.0,INSTALL INFRASTRUCTURE FOR FLIGHT LINE WEATHER SENSORS,1
R426,334111.0,"EVALUATE ACTIVE FIBER, COMMUNICATIONS, AND DATA LINES, LABEL CURRENT ACTIVE CIRCUITS, IDENTIFY RACKS FOR ACTIVE AND SURPLUS EQUIPMENT AND PROVIDE A FINAL REPORT AT ROBERT A. YOUNG FEDERAL BUILDING LOCATED AT 1222 SPRUCE, ST. LOUIS, MO 63103.",1
D317,541519.0,THE PURPOSE OF THIS TASK ORDER IS TO PROVIDE IDENTITY VERIFICATION SERVICES IN SUPPORT OF DR-4558-CA.,1
Z2AA,236220.0,"THIS MODIFICATION ADDS FUNDING REQUIRED FOR BONDING OMITTED IN ERROR ON GSA 300 AWARD FOR PROBATION OFFICE 1ST FLOOR EXPANSION PROJECT AT GEORGE H MAHON FEDERAL BUILDING, 1205 TEXAS AVENUE, LUBBOCK, TEXAS 79401.",1
6685,334519.0,"8508933371!TRANSMITTER,PRESSUR",1
5680,423610.0,"4563048405!BLADES, RECIPROCATING SAW, 9-IN(L), 5-TP",1
F099,115310.0,PACIFIC SOUTHWEST (PSW) STEWARDSHIP BPA REGION 5 CALIFORNIA   LASSEN AND PLUMAS NATIONAL FORESTS,1
Z2AA,236220.0,"CONSTRUCTION MANAGER AS CONSTRUCTOR SERVICES FOR THE REPAIR AND ALTERATION PROJECT FOR THE PENSACOLA US COURTHOUSE LOCATED AT 1 N PALAFOX STREET, PENSACOLA FL 32502  PURPOSE ADD 4 CMC CONSTRUCTION SERVICES FOR IOCCS 156, 164, 165 AND 166.",1
Z2AA,236220.0,"ALBERT V. BRYAN US COURTHOUSE 3RD FLOOR PROBATION OFFICE PAINTING PROJECT AT THE ALBERT V. BRYAN US COURTHOUSE, 401 COURTHOUSE SQUARE, ALEXANDRIA, VA 22314-5702.",1
DH10,238210.0,BKTZ232006 REPAIR BASEWIDE DD,1
7G22,541519.0,RELOCATION OF LMR RACKS IN TR 410 B4-344 AND ITS REPEATERS IN TR 418. RELOCATION PROJECT WOULD MOVE BOTH RACKS FROM PROJECTED SCIF LOCATION ON THE 4TH FLOOR OF BUILDING 271 DOWN TO 1ST FLOOR ROOM B1-239 WHERE IT CAN BE ACCESSED BY TECHNICIANS 24/7.,1
7510,339940.0,"TOWEL, PAPER: ITEM NAME TOWEL, PAPER OVERALL WIDTH 9.1250 INCHES OVERALL LENGTH 16.875 INCHES UNIT TYPE DRY WIPE UNIT DESIGN POP-UP BOX USAGE FORM SHEET OVERALL COLOR WHITE PLY QUANTITY 1 SCENT TYPE UNSCENTED SPECIAL FEATURE LIGHTWEIGHT UNIT PAC",1
B599,541618.0,EVALUATOR TO DESIGN AND IMPLEMENT EVALUATIONS OF THE WATER MANAGEMENT AND IRRIGATION AND DIVERSIFIED AGRICULTURE ACTIVITIES OF THE AGRICULTURE DEVELOPMENT PROJECT IN BURKINA FASO,1
5680,423610.0,4550393676!BIOCHECM SYSTEMS BIO T FOAMAXX INDUSTRIA,1
7A20,541512.0,RENEWAL OF CITRIX XENAPP AND XENDESKTOP FOR AIT - I&O CITRIX XENAPP (PRESENTATION SERVER) CITRIX XENDESKTOP ENTERPRISE EDITION CONCURRENT USER.  CITRIX ENTERPRISE XENDESKTOP AND APP SERVER,1
Z1AA,236220.0,"1. WORK DESCRIBED ON RFP NO. 27 AS DESCRIBED BELOW: A. INSTALL (NPW) NON-POTABLE WATER LINE CONNECTION AT WEST WELL TO COOLING TOWERS CT-FOW-7-1 AND CT-FOW-7-2 IN THE AMOUNT OF $2,941.69. B. TO RESTORE FOB STAGING AREA BY REGRADING AND SOD PLANTING IN AN AREA OF 3,000 SQ-FT. C. PROVIDE CREDIT TO PROVIDE AND INSTALL ELEVATORS PUSH BUTTONS AND PLATES NOT INSTALLED IN THE CONSTRUCTION CONTRACT AS PER GENERAL NOTE # 6 ON CONSTRUCTION DRAWING AS-507. WORK ON ITEMS II. AND III. WILL BE PERFORMED IN THE AMOUNT OF ",1
D319,541519.0,"IGF::OT::IGF  TELE-ICU/EICU SUSTAINMENT SUPPORT FOR THE VISN-10 COMMAND CENTER AND 317 PARTICIPATING BEDS LOCATED IN VISNS 1, 4, 5, 7, 9, 10 AND 19",1
R425,334511.0,SECTION 889: ENTERPRISE IMAGE QUALITY VERIFICATION PROGRAM (EIQVP) AND IMAGE ACCESS SOLUTIONS (IAS),1
5905,334416.0,"8508598849!RESISTOR,VARIABLE,N",1
7025,334111.0,NIMBLE STORAGE ARRAY,1
Y1AA,236220.0,"PROJECT #503-13-104 REPLACE TELECOMMUNICATIONS, MODIFICATION P00004",1
5805,334210.0,8505100564!TELEPHONE,1
6640,334516.0,"ILLUMINA INC:1107104 [16-013642] INVOICE AND PAYMENT PROVISIONS  THE FOLLOWING INVOICE AND PAYMENT PROVISIONS CLAUSE IS APPLICABLE TO ALL PURCHASE ORDERS, TASK/DELIVERY ORDERS AND BPA CALLS:       I.  INVOICE REQUIREMENTS  A. AN INVOICE IS THE VENDOR",1
Y1KF,237990.0,"CONTRACT FOR MR&T, MISSISSIPPI RIVER WESTBANK LEVEE, WEST JEFF LEVEE DISTRICT, NINE MILE POINT SEEPAGE CONTROL, B/L STA. 481+50 TO B/L STA. 524+70, JEFFERSON PARISH, LA. REFERENCE NO. R00004 T001 WEATHER (10/17/18 TO 08/31/19) SEE PAGE 2.",1
Y1AA,236220.0,"IGF::OT::IGF:: - CD -STRATCOM REPLACEMENT FACILITY, OFFUTT AFB NE - MOD R00808 HEMP FILTER FEEDER&AIC COFD - (CURRENT OBLIGATION AND CONTRACT VALUE INCREASED $540,697.00&INTEREST OF $15,675.00 FOR A TOTAL OF $556,372.00)",1
Z1BZ,236210.0,"IGF::OT::IGF CONSTRUCTION - FLAME TRENCH DEFLECTOR AND REFURBISH FLAME TRENCH.  MOD 28: THE PURPOSE OF THIS MODIFICATION IS TO ADD TN'S 52, 53, 54 AND 59. AS A RESULT OF THIS MODIFICATION, THE TOTAL CONTRACT VALUE WILL INCREASE FROM $24,229,446.78 TO $24,263,740.78; AN INCREASE OF $34,294.00. IT IS HEREBY AGREED THAT THE EQUITABLE ADJUSTMENTS AGREED TO HEREIN CONSTITUTES AN ACCORD AND FULLY SATISFIES ANY AND ALL CLAIMS AGAINST THE GOVERNMENT ARISING OUT OF, OR RELATED TO, THE CHANGES SPECIFIED IN THIS SUPPL",1
3990,811310.0,"8510255420!PARTS, CORR/PREV  MAINT, MHE/",1
5680,423610.0,"4542512275!GASKET, OIL PORT, YL-50, BURNER, SHOWA M",1
6625,334515.0,PR100 SPECTRUM ANALYZER,1
6515,334511.0,"8507187303!MASK,RESPIRATOR",1
J066,334516.0,FUNDING OF FEB 2024 FOR THE 2014 HVI UNITS SERVICE AGREEMENT,1
5977,335999.0,8504471641!ESTIMATED TERMINATION FOR CON,1
R606,561492.0,"TASK ORDER TO PROVIDE VERBATIM HEARING RECORDING SERVICES FOR 4,240 HEARINGS AND 424 CANCELLATIONS AT THE LIVONIA, MI HEARING OFFICE, INCLUDING REMOTE AND SATELLITE OFFICES, ON COURT PROCEEDINGS ON DISABILITY APPEAL CASES.",1
